# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
E."ENST00000307236";2_11595468_11595600-217=133=55          31     96     31     96 PF02319.15  E2F_TDP           Domain     1    71    71     78.7   1.8e-22   1 CL0123   
I."ENST00000354127";15_43924915_43925126-165=212=57        151    340    148    340 PF00520.26  Ion_trans         Family     4   200   200     92.7   1.6e-26   1 CL0030   
I."ENST00000321596";15_43924915_43925132-165=218=57        151    340    148    340 PF00520.26  Ion_trans         Family     4   200   200     92.7   1.6e-26   1 CL0030   
I."ENST00000539606";12_121598705_121598777-69=73=97         11     98     11    102 PF00864.14  P2X_receptor      Family     1    82   374     78.9   2.9e-22   1 No_clan  
I."ENST00000443627";1_114506009_114506143-122=135=143      190    518    190    518 PF00069.20  Pkinase           Domain     1   260   260    177.2   3.2e-52   1 CL0016   
I."ENST00000409743";2_220111379_220111598-190=220=134       22    173     20    187 PF00069.20  Pkinase           Domain     3   148   260     98.0   4.9e-28   1 CL0016   
I."ENST00000409743";2_220111379_220111598-190=220=134      187    255    174    258 PF00069.20  Pkinase           Domain   183   255   260     21.8   8.2e-05   1 CL0016   
I."ENST00000563786";15_75182779_75182995-48=217=201          1    359      1    362 PF01238.16  PMI_typeI         Family    16   370   373    476.1  6.8e-143   1 CL0029   
I."ENST00000563422";15_75182868_75182995-48=128=201          6    281      6    283 PF01238.16  PMI_typeI         Family     1   273   373    389.8  1.2e-116   1 CL0029   
I."ENST00000326652";19_55831759_55831826-128=68=60           5    204      4    206 PF10277.4   Frag1             Family     2   213   215    159.4   8.4e-47   1 CL0412   
I."ENST00000543115";12_7060627_7060683-272=57=123           25    100     25    100 PF00017.19  SH2               Domain     1    77    77     77.0   7.1e-22   1 CL0541   
E."ENST00000544354";12_7060627_7060683-272=57=123            6     81      6     81 PF00017.19  SH2               Domain     1    77    77     77.6   4.4e-22   1 CL0541   
E."ENST00000264750";4_1291744_1291903-92=160=183           152    259     83    260 PF10607.4   CLTH              Domain    35   144   145     84.3   6.3e-24   1 No_clan  
E."ENST00000513587";5_176450161_176450235-179=75=104        74     97     73     97 PF12874.2   zf-met            Domain     2    25    25     25.2   1.3e-05   1 CL0361   
I."ENST00000491990";9_131715052_131715125-55=74=85          27    114     27    118 PF10487.4   Nup188            Family     1    88   931     87.0   7.3e-25   1 No_clan  
I."ENST00000397114";11_3023771_3023830-84=60=68             35    442     31    444 PF01406.14  tRNA-synt_1e      Family     5   299   301    417.5  2.6e-125   1 CL0039   
I."ENST00000478274";1_53493641_53493743-78=103=130          33    116     33    120 PF02036.12  SCP2              Family     1    82   102     66.8   1.6e-18   1 CL0311   
I."ENST00000455194";1_25701840_25701919-74=80=134           20    155     18    160 PF00909.16  Ammonium_transp   Family     3   146   399     51.8   4.3e-14   1 No_clan  
I."ENST00000455194";1_25701840_25701919-74=80=134          163    287    149    300 PF00909.16  Ammonium_transp   Family   252   380   399     52.4   2.7e-14   1 No_clan  
I."ENST00000299130";10_127519131_127519220-81=90=188        55    257     55    257 PF13862.1   BCIP              Family     1   194   194    215.3   5.3e-64   1 No_clan  
I."ENST00000543300";12_9833519_9833629-61=111=185           20    113      3    122 PF05473.7   Herpes_UL45       Family    39   124   200     23.7   2.6e-05   1 CL0056   
E."ENST00000552738";12_62864481_62864558-471=78=64         211    286    209    295 PF12783.2   Sec7_N            Domain     3    85   168     48.4   6.7e-13   1 No_clan  
E."ENST00000552738";12_62864481_62864558-471=78=64         306    386    300    386 PF12783.2   Sec7_N            Domain    86   168   168     48.8   5.1e-13   1 No_clan  
E."ENST00000552738";12_62864481_62864558-471=78=64         825    909    824    909 PF09324.5   DUF1981           Family     2    86    86     64.8   3.6e-18   1 No_clan  
I."ENST00000506928";5_74842835_74842982-24=148=120         106    312    106    315 PF00817.15  IMS               Family     1   136   149    131.0   2.9e-38   1 No_clan  
E."ENST00000302783";11_118398637_118398771-141=135=189      50    115     49    116 PF13414.1   TPR_11            Repeat     2    68    69     46.5   2.1e-12   1 CL0020   
E."ENST00000302783";11_118398637_118398771-141=135=189     128    152    124    153 PF07719.12  TPR_2             Repeat     6    30    34     15.9    0.0087   1 CL0020   
E."ENST00000368417";6_124443023_124443086-114=64=138         1    207      1    208 PF05640.9   NKAIN             Family     1   200   201    354.4  9.2e-107   1 No_clan  
I."ENST00000535777";X_40448238_40448368-121=131=132        176    272    175    272 PF07850.9   Renin_r           Family     2    98    98    155.9   2.7e-46   1 No_clan  
E."ENST00000535777";X_40458188_40458270-54=83=150          176    272    175    272 PF07850.9   Renin_r           Family     2    98    98    155.9   2.7e-46   1 No_clan  
I."ENST00000360584";1_44477233_44477394-157=162=279        100    634    100    635 PF00209.13  SNF               Family     1   522   523    769.3  1.6e-231   1 No_clan  
E."ENST00000357730";1_44477233_44477394-157=162=279         46    580     46    581 PF00209.13  SNF               Family     1   522   523    769.7  1.2e-231   1 No_clan  
E."ENST00000479554";2_242577676_242577785-32=110=102        38     72     36     86 PF03416.14  Peptidase_C54     Family     3    37   279     25.4   6.6e-06   1 CL0125   
E."ENST00000437029";2_111902065_111902097-394=33=104         4     40      4     40 PF06773.6   Bim_N             Family     1    41    41     67.8   4.7e-19   1 No_clan  
E."ENST00000437029";2_111902065_111902097-394=33=104       131    166    131    167 PF08945.5   Bclx_interact     Domain     1    39    40     69.8   9.9e-20   1 No_clan  
E."ENST00000452231";2_111887709_111887824-124=116=104        4     40      4     40 PF06773.6   Bim_N             Family     1    41    41     69.9   1.1e-19   1 No_clan  
E."ENST00000452231";2_111887709_111887824-124=116=104       43     76     41     77 PF08945.5   Bclx_interact     Domain     3    39    40     70.5   5.8e-20   1 No_clan  
I."ENST00000422757";7_100606196_100606311-181=116=65         4     89      1    101 PF01390.15  SEA               Family    11    96   107     63.9   8.9e-18   1 No_clan  
E."ENST00000414964";7_100606196_100606311-181=116=65        11     23     11     23 PF12661.2   hEGF              Domain     1    13    13     20.1   0.00042   1 CL0001   
I."ENST00000354356";7_103029776_103029871-107=96=78         46    142      4    142 PF01740.16  STAS              Domain    43   117   117     55.7   2.7e-15   1 CL0502   
I."ENST00000476845";6_131897803_131897875-114=73=175         7    206      6    226 PF00491.16  Arginase          Domain     2   182   278    160.1   6.6e-47   1 CL0302   
I."ENST00000453994";X_69644826_69644939-352=114=104        229    359    229    388 PF03009.12  GDPD              Family     1   114   256     84.6   7.3e-24   1 CL0384   
I."ENST00000454978";Y_24323241_24323418-153=178=104         10     79     10     79 PF00076.17  RRM_1             Domain     1    70    70     75.2   2.2e-21   1 CL0221   
I."ENST00000454978";Y_24323241_24323418-153=178=104        174    218    174    218 PF08081.6   RBM1CTR           Family     1    45    45     79.2   1.3e-22   1 No_clan  
I."ENST00000481858";Y_24315852_24315962-89=111=111          34     78     34     78 PF08081.6   RBM1CTR           Family     1    45    45     79.7   8.9e-23   1 No_clan  
I."ENST00000326270";17_60651706_60651771-153=66=67         464    741    462    741 PF00069.20  Pkinase           Domain     3   260   260    201.2   1.5e-59   1 CL0016   
E."ENST00000346027";17_60651706_60651771-153=66=67         442    719    440    719 PF00069.20  Pkinase           Domain     3   260   260    201.3   1.5e-59   1 CL0016   
I."ENST00000510722";5_52322578_52322698-93=121=110         174    351    174    363 PF00092.23  VWA               Domain     1   172   178    135.0   2.1e-39   1 CL0128   
I."ENST00000510722";5_52322578_52322698-93=121=110         554    589    554    589 PF01839.18  FG-GAP            Repeat     1    34    34     25.2   8.9e-06   1 CL0186   
I."ENST00000510722";5_52322578_52322698-93=121=110         649    941    649    942 PF08441.7   Integrin_alpha2   Family     1   316   457    191.6   2.2e-56   1 CL0159   
I."ENST00000513685";5_52374602_52374704-84=103=111          98    275     98    287 PF00092.23  VWA               Domain     1   172   178    134.7   2.7e-39   1 CL0128   
I."ENST00000513685";5_52374602_52374704-84=103=111         478    513    478    513 PF01839.18  FG-GAP            Repeat     1    34    34     24.9   1.1e-05   1 CL0186   
I."ENST00000513685";5_52374602_52374704-84=103=111         573    972    573    993 PF08441.7   Integrin_alpha2   Family     1   427   457    246.1   6.5e-73   1 CL0159   
I."ENST00000356696";11_49207221_49207407-94=187=126        165    260    165    264 PF02225.17  PA                Family     1    96   101     58.3   4.7e-16   1 No_clan  
I."ENST00000356696";11_49207221_49207407-94=187=126        371    468    370    562 PF04389.12  Peptidase_M28     Family     2   103   179     51.6     9e-14   1 CL0035   
I."ENST00000356696";11_49207221_49207407-94=187=126        657    717    654    718 PF04253.10  TFR_dimer         Domain    68   124   125     57.3     1e-15   1 No_clan  
E."ENST00000263604";9_138677156_138677176-129=21=325       259    327    256    335 PF07885.11  Ion_trans_2       Domain     2    70    79     45.9   3.3e-12   1 CL0030   
E."ENST00000263604";9_138677156_138677176-129=21=325       476    579    475    580 PF03493.13  BK_channel_a      Family     2   100   101    119.8   3.8e-35   1 No_clan  
I."ENST00000216271";22_50688856_50688952-98=97=135          23    321     13    322 PF00850.14  Hist_deacetyl     Domain    11   310   311    287.8   9.8e-86   1 CL0302   
I."ENST00000297994";9_37762574_37762682-215=109=125        135    304    134    307 PF01746.16  tRNA_m1G_MT       Family     2   183   186    137.4     4e-40   1 CL0098   
E."ENST00000314367";9_150509_150725-57=217=45               16    194     13    195 PF02492.14  cobW              Domain    10   177   178    139.5   7.1e-41   1 CL0023   
E."ENST00000314367";9_150509_150725-57=217=45              238    339    238    341 PF07683.9   CobW_C            Domain     1    92    94     59.3   2.2e-16   1 No_clan  
E."ENST00000314367";9_161567_161653-47=87=38                16    194     13    195 PF02492.14  cobW              Domain    10   177   178    139.5   7.1e-41   1 CL0023   
E."ENST00000314367";9_161567_161653-47=87=38               238    339    238    341 PF07683.9   CobW_C            Domain     1    92    94     59.3   2.2e-16   1 No_clan  
I."ENST00000540617";1_21887590_21887705-120=116=175          1    435      1    435 PF00245.15  Alk_phosphatase   Domain     6   421   421    588.1  8.1e-177   1 CL0088   
I."ENST00000512196";4_84231875_84232043-48=169=174         166    321    151    340 PF03662.9   Glyco_hydro_79n   Domain   108   271   320     47.1   1.2e-12   1 CL0058   
I."ENST00000376485";6_30608312_30608380-46=69=72            72    192     72    192 PF05301.6   Mec-17            Family     1   120   120    181.9   3.3e-54   1 CL0257   
E."ENST00000376478";6_30608312_30608380-46=69=72            72    192     72    192 PF05301.6   Mec-17            Family     1   120   120    182.0     3e-54   1 CL0257   
I."ENST00000407322";14_72961860_72961970-62=111=126         43    113     43    113 PF00610.16  DEP               Domain     1    74    74     58.1   5.2e-16   1 No_clan  
I."ENST00000407322";14_72961860_72961970-62=111=126        256    318    255    319 PF00631.17  G-gamma           Domain     2    67    68     53.2   1.8e-14   1 No_clan  
I."ENST00000407322";14_72961860_72961970-62=111=126        336    450    336    450 PF00615.14  RGS               Domain     1   118   118    117.3   3.8e-34   1 CL0272   
I."ENST00000333082";20_1099396_1099545-147=150=153           9    150      5    151 PF11566.3   PI31_Prot_N       Family     5   154   155     95.5   2.2e-27   1 No_clan  
I."ENST00000333082";20_1099396_1099545-147=150=153         188    248    159    248 PF08577.6   PI31_Prot_C       Family    18    73    73     37.9     2e-09   1 No_clan  
I."ENST00000441090";3_197585705_197585776-54=72=49          94    109     93    114 PF00560.28  LRR_1             Repeat     2    17    22      9.4       1.2   1 CL0022   
I."ENST00000441090";3_197585705_197585776-54=72=49         508    608    501    612 PF00307.26  CH                Domain     8   104   108     39.4   4.7e-10   1 CL0188   
E."ENST00000494208";14_70527553_70527656-125=104=1846      139    292    139    292 PF01699.19  Na_Ca_ex          Family     1   140   140     89.1   1.8e-25   1 No_clan  
I."ENST00000372122";9_135864448_135864585-272=138=166      178    203    177    203 PF13465.1   zf-H2C2_2         Domain     2    26    26     26.6   4.5e-06   1 CL0361   
I."ENST00000372122";9_135864448_135864585-272=138=166      220    242    220    242 PF00096.21  zf-C2H2           Domain     1    23    23     23.8   3.5e-05   1 CL0361   
I."ENST00000372122";9_135864448_135864585-272=138=166      248    258    247    261 PF13912.1   zf-C2H2_6         Domain     2    12    27      6.3       9.3   1 CL0361   
I."ENST00000372122";9_135864448_135864585-272=138=166      263    286    262    287 PF13465.1   zf-H2C2_2         Domain     2    25    26     32.3   7.1e-08   1 CL0361   
I."ENST00000372122";9_135864448_135864585-272=138=166      290    313    290    314 PF13465.1   zf-H2C2_2         Domain     1    24    26     24.2   2.7e-05   1 CL0361   
I."ENST00000340780";9_138438624_138438757-114=134=71        26    121     26    131 PF00061.18  Lipocalin         Domain     1   101   144     65.4     5e-18   1 CL0116   
E."ENST00000467538";7_116738667_116738869-412=203=83         6     35      3     41 PF04184.7   ST7               Family    34    63   540     46.4   1.7e-12   1 CL0020   
I."ENST00000327325";19_7828279_7828362-164=84=84           286    391    285    391 PF00059.16  Lectin_C          Domain     2   105   105     84.6   6.3e-24   1 CL0056   
I."ENST00000415613";17_44071290_44071343-127=54=266        578    609    578    609 PF00418.14  Tubulin-binding   Family     1    31    31     58.1   4.7e-16   1 No_clan  
I."ENST00000415613";17_44071290_44071343-127=54=266        610    639    610    640 PF00418.14  Tubulin-binding   Family     1    30    31     65.7   1.9e-18   1 No_clan  
I."ENST00000415613";17_44071290_44071343-127=54=266        641    671    641    671 PF00418.14  Tubulin-binding   Family     1    31    31     60.4     9e-17   1 No_clan  
I."ENST00000415613";17_44071290_44071343-127=54=266        672    703    672    703 PF00418.14  Tubulin-binding   Family     1    31    31     57.8   6.1e-16   1 No_clan  
E."ENST00000431008";17_44071290_44071343-127=54=266        243    274    243    274 PF00418.14  Tubulin-binding   Family     1    31    31     59.2   2.2e-16   1 No_clan  
E."ENST00000431008";17_44071290_44071343-127=54=266        275    305    275    305 PF00418.14  Tubulin-binding   Family     1    31    31     61.5   4.2e-17   1 No_clan  
E."ENST00000431008";17_44071290_44071343-127=54=266        306    337    306    337 PF00418.14  Tubulin-binding   Family     1    31    31     58.8   2.8e-16   1 No_clan  
I."ENST00000371546";9_140042604_140042666-177=63=101        42    377     38    378 PF01094.23  ANF_receptor      Family     6   347   348     98.8   2.5e-28   1 CL0144   
I."ENST00000371546";9_140042604_140042666-177=63=101       478    814    474    816 PF00497.15  SBP_bac_3         Domain    23   223   225     74.2   8.2e-21   1 CL0177   
I."ENST00000371546";9_140042604_140042666-177=63=101       581    845    580    845 PF00060.21  Lig_chan          Family     2   148   148    127.1   4.1e-37   1 CL0030   
I."ENST00000371546";9_140042604_140042666-177=63=101       856    884    856    884 PF10562.4   CaM_bdg_C0        Domain     1    29    29     57.4   8.6e-16   1 No_clan  
E."ENST00000371559";9_140042604_140042666-177=63=101        42    356     38    357 PF01094.23  ANF_receptor      Family     6   347   348    111.8   2.8e-32   1 CL0144   
E."ENST00000371559";9_140042604_140042666-177=63=101       457    793    453    795 PF00497.15  SBP_bac_3         Domain    23   223   225     74.5   6.9e-21   1 CL0177   
E."ENST00000371559";9_140042604_140042666-177=63=101       560    824    559    824 PF00060.21  Lig_chan          Family     2   148   148    127.3   3.5e-37   1 CL0030   
E."ENST00000371559";9_140042604_140042666-177=63=101       835    863    835    863 PF10562.4   CaM_bdg_C0        Domain     1    29    29     57.6   7.9e-16   1 No_clan  
I."ENST00000307897";15_66801179_66801230-433=52=96          31    587     31    587 PF09817.4   DUF2352           Family     1   589   589    683.9  1.4e-205   1 No_clan  
I."ENST00000550983";16_28769319_28769404-806=86=183         51    196     50    197 PF06409.6   NPIP              Family     2   124   265    195.6   6.2e-58   1 No_clan  
I."ENST00000550983";16_28769319_28769404-806=86=183        197    301    196    301 PF06409.6   NPIP              Family   161   265   265    224.1   1.3e-66   1 No_clan  
E."ENST00000357796";16_28769319_28769404-806=86=183         54    199     53    200 PF06409.6   NPIP              Family     2   124   265    195.5   6.3e-58   1 No_clan  
E."ENST00000357796";16_28769319_28769404-806=86=183        200    304    199    304 PF06409.6   NPIP              Family   161   265   265    224.1   1.3e-66   1 No_clan  
I."ENST00000457717";4_100495966_100496127-155=162=188       29    575     28    583 PF01347.17  Vitellogenin_N    Family     2   613   618    247.9   1.7e-73   1 CL0020   
I."ENST00000437022";22_30795632_30795707-153=76=44          13     58     13     59 PF03765.10  CRAL_TRIO_N       Domain     1    54    55     39.8   3.4e-10   1 No_clan  
I."ENST00000590925";17_76212745_76212862-110=118=165        18     87     18     88 PF00653.16  BIR               Domain     1    69    70     77.3   8.8e-22   1 CL0417   
I."ENST00000532352";11_89378171_89378357-113=187=102       108    203    108    207 PF02225.17  PA                Family     1    96   101     54.5     7e-15   1 No_clan  
I."ENST00000532352";11_89378171_89378357-113=187=102       314    411    313    505 PF04389.12  Peptidase_M28     Family     2   103   179     51.1   1.2e-13   1 CL0035   
I."ENST00000532352";11_89378171_89378357-113=187=102       600    660    597    661 PF04253.10  TFR_dimer         Domain    68   124   125     57.7   8.2e-16   1 No_clan  
I."ENST00000532352";11_89392706_89392892-126=187=94        108    203    108    207 PF02225.17  PA                Family     1    96   101     54.5     7e-15   1 No_clan  
I."ENST00000532352";11_89392706_89392892-126=187=94        314    411    313    505 PF04389.12  Peptidase_M28     Family     2   103   179     51.1   1.2e-13   1 CL0035   
I."ENST00000532352";11_89392706_89392892-126=187=94        600    660    597    661 PF04253.10  TFR_dimer         Domain    68   124   125     57.7   8.2e-16   1 No_clan  
I."ENST00000444704";12_6761437_6761584-62=148=109           13     83      7     83 PF12998.2   ING               Domain    33   105   105     60.0   2.2e-16   1 No_clan  
I."ENST00000444704";12_6761437_6761584-62=148=109          174    220    174    221 PF00628.24  PHD               Domain     1    50    51     38.2   7.9e-10   1 CL0390   
I."ENST00000522066";5_170410069_170410249-136=181=118       30     94     30     95 PF03810.14  IBN_N             Domain     1    76    77     33.7   2.4e-08   1 CL0020   
I."ENST00000415155";3_48414147_48414347-46=201=38            4     47      3     48 PF12937.2   F-box-like        Domain     3    46    47     35.9   4.2e-09   1 CL0271   
E."ENST00000256412";8_24247642_24247731-308=90=119          43    173     42    173 PF01562.14  Pep_M12B_propep   Family     2   131   131    111.6   2.1e-32   1 No_clan  
E."ENST00000256412";8_24247642_24247731-308=90=119         218    412    218    412 PF01421.14  Reprolysin        Domain     1   199   199    206.1     4e-61   1 CL0126   
E."ENST00000256412";8_24247642_24247731-308=90=119         429    461    429    467 PF00200.18  Disintegrin       Domain     1    33    76     28.6   1.2e-06   1 No_clan  
I."ENST00000396887";16_3115785_3115827-173=43=39            68    108     68    111 PF15225.1   IL32              Family     1    43   104     62.5   2.7e-17   1 No_clan  
E."ENST00000451863";X_149880814_149880837-106=24=76        109    160     95    161 PF02893.15  GRAM              Family    18    68    69     34.0   1.5e-08   1 CL0266   
E."ENST00000451863";X_149880814_149880837-106=24=76        213    551    212    552 PF06602.9   Myotub-related    Domain     2   352   353    486.4  3.7e-146   1 CL0031   
I."ENST00000394300";15_91434212_91434421-84=210=123          1     97      1     98 PF00611.18  FCH               Family     1    90    91     42.3   6.3e-11   1 No_clan  
I."ENST00000394300";15_91434212_91434421-84=210=123        402    471    402    472 PF00017.19  SH2               Domain     1    76    77     60.5   9.9e-17   1 CL0541   
I."ENST00000394300";15_91434212_91434421-84=210=123        503    756    503    756 PF07714.12  Pkinase_Tyr       Domain     1   259   259    316.5   9.4e-95   1 CL0016   
I."ENST00000444422";15_91428642_91428815-213=174=97          1     94      1     94 PF00611.18  FCH               Family     1    91    91     50.2   2.1e-13   1 No_clan  
I."ENST00000444422";15_91428642_91428815-213=174=97        491    744    491    744 PF07714.12  Pkinase_Tyr       Domain     1   259   259    316.6   9.1e-95   1 CL0016   
I."ENST00000378850";4_186353136_186353355-122=220=138        7    294      7    296 PF15239.1   DUF4586           Family     1   300   302    370.6  6.8e-111   1 No_clan  
I."ENST00000378850";4_186357438_186357513-138=76=180         7    294      7    296 PF15239.1   DUF4586           Family     1   300   302    370.6  6.8e-111   1 No_clan  
E."ENST00000508698";4_186357438_186357513-138=76=180         7     34      7     36 PF15239.1   DUF4586           Family     1    28   302     36.2   4.6e-09   1 No_clan  
I."ENST00000389506";11_118355577_118355690-132=114=147    1148   1194   1147   1194 PF02008.15  zf-CXXC           Domain     2    48    48     49.1   3.4e-13   1 No_clan  
I."ENST00000389506";11_118355577_118355690-132=114=147    1481   1532   1481   1533 PF00628.24  PHD               Domain     1    50    51     33.0   3.4e-08   1 CL0390   
I."ENST00000389506";11_118355577_118355690-132=114=147    1568   1626   1568   1627 PF00628.24  PHD               Domain     1    50    51     33.1   3.1e-08   1 CL0390   
I."ENST00000389506";11_118355577_118355690-132=114=147    1900   1978   1900   1978 PF13771.1   zf-HC5HC2H        Domain     1    90    90     54.7   8.1e-15   1 CL0390   
I."ENST00000389506";11_118355577_118355690-132=114=147    2023   2072   2023   2073 PF05964.9   FYRN              Family     1    53    54     58.0   4.4e-16   1 No_clan  
I."ENST00000389506";11_118355577_118355690-132=114=147    3667   3749   3666   3749 PF05965.9   FYRC              Family     2    86    86     83.3   7.3e-24   1 No_clan  
I."ENST00000389506";11_118355577_118355690-132=114=147    3840   3944   3840   3945 PF00856.23  SET               Family     1   161   162     84.8   7.6e-24   1 No_clan  
I."ENST00000339244";15_65748563_65748709-153=147=146       175    348    173    357 PF00930.16  DPPIV_N           Family     3   165   353    147.2   4.2e-43   1 CL0186   
I."ENST00000339244";15_65748563_65748709-153=147=146       355    422    350    422 PF00930.16  DPPIV_N           Family   285   353   353     72.8   1.8e-20   1 CL0186   
I."ENST00000339244";15_65748563_65748709-153=147=146       514    717    509    718 PF00326.16  Peptidase_S9      Family     5   212   213    201.8   6.9e-60   1 CL0028   
I."ENST00000375022";X_54949011_54950201-74=1191=105        451    620    451    620 PF01454.14  MAGE              Family     1   195   195    187.7   1.3e-55   1 No_clan  
I."ENST00000261333";18_32825226_32825315-142=90=171         46    139     44    139 PF02023.12  SCAN              Family     3    96    96    149.4   1.4e-44   1 No_clan  
I."ENST00000521374";16_67201623_67201850-125=228=106        19    121     19    123 PF00447.12  HSF_DNA-bind      Family     1   101   104    113.9   3.4e-33   1 CL0123   
E."ENST00000517685";16_67201623_67201850-125=228=106        19    121     19    123 PF00447.12  HSF_DNA-bind      Family     1   101   104    114.3   2.5e-33   1 CL0123   
I."ENST00000381908";12_10461987_10462079-267=93=63          78    176     78    177 PF00059.16  Lectin_C          Domain     1   104   105     57.2     2e-15   1 CL0056   
E."ENST00000512805";5_180667216_180667327-96=112=148        87    122     83    122 PF00400.27  WD40              Repeat     5    39    39     31.2   1.3e-07   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       133    169    131    169 PF00400.27  WD40              Repeat     3    39    39     41.6   6.7e-11   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       175    211    173    211 PF00400.27  WD40              Repeat     3    39    39     44.4   8.7e-12   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       223    256    216    256 PF00400.27  WD40              Repeat     8    39    39     35.4   6.1e-09   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       261    298    260    298 PF00400.27  WD40              Repeat     2    39    39     32.9   3.8e-08   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       302    338    302    338 PF00400.27  WD40              Repeat     1    39    39     17.8    0.0021   1 CL0186   
E."ENST00000512805";5_180667216_180667327-96=112=148       363    388    353    389 PF00400.27  WD40              Repeat    13    38    39     21.8   0.00012   1 CL0186   
E."ENST00000424558";2_204206920_204206953-237=34=168        93    159     93    165 PF07815.9   Abi_HHR           Family     1    67    79    114.3   1.9e-33   1 No_clan  
E."ENST00000424558";2_204206920_204206953-237=34=168       452    500    452    500 PF14604.1   SH3_9             Domain     1    49    49     61.9   2.9e-17   1 CL0010   
E."ENST00000424558";2_204240780_204240855-168=76=177        93    159     93    165 PF07815.9   Abi_HHR           Family     1    67    79    114.3   1.9e-33   1 No_clan  
E."ENST00000424558";2_204240780_204240855-168=76=177       452    500    452    500 PF14604.1   SH3_9             Domain     1    49    49     61.9   2.9e-17   1 CL0010   
I."ENST00000562398";15_42850396_42850488-128=93=70           4     91      4    105 PF15003.1   HAUS2             Family     1    94   277    109.8   1.2e-31   1 No_clan  
I."ENST00000562398";15_42850396_42850488-128=93=70         115    179    108    180 PF15003.1   HAUS2             Family    90   154   277     92.4   2.5e-26   1 No_clan  
E."ENST00000391623";15_42850396_42850488-128=93=70          29     62     28     86 PF15003.1   HAUS2             Family    63    96   277     30.9   1.4e-07   1 No_clan  
I."ENST00000374773";10_34661426_34661464-189=39=129          1    146      1    146 PF12053.3   DUF3534           Family     1   145   145    234.6   3.1e-70   1 No_clan  
I."ENST00000374773";10_34661426_34661464-189=39=129        280    347    273    352 PF00595.19  PDZ               Domain     8    72    81     23.3   5.2e-05   1 CL0466   
I."ENST00000374773";10_34661426_34661464-189=39=129        462    544    461    545 PF00595.19  PDZ               Domain     2    80    81     59.9     2e-16   1 CL0466   
I."ENST00000374773";10_34661426_34661464-189=39=129        595    665    590    680 PF00595.19  PDZ               Domain     6    72    81     49.2   4.3e-13   1 CL0466   
E."ENST00000395446";10_55949124_55949144-135=21=207        152    256    152    256 PF00028.12  Cadherin          Family     1    93    93     37.2   2.5e-09   1 CL0159   
E."ENST00000395446";10_55949124_55949144-135=21=207        419    499    411    500 PF00028.12  Cadherin          Family    11    92    93     30.2   3.8e-07   1 CL0159   
E."ENST00000395446";10_55949124_55949144-135=21=207        521    605    514    606 PF00028.12  Cadherin          Family     8    92    93     45.9   4.9e-12   1 CL0159   
E."ENST00000395446";10_55949124_55949144-135=21=207        621    700    621    711 PF00028.12  Cadherin          Family     1    81    93     48.1     1e-12   1 CL0159   
I."ENST00000375789";6_31696228_31696301-120=74=100          36    279     30    281 PF02274.12  Amidinotransf     Family    25   279   281     98.7   2.9e-28   1 CL0197   
I."ENST00000434676";12_32861087_32861158-47=72=87           28    154     28    156 PF00350.18  Dynamin_N         Family     1   115   168    129.7   8.8e-38   1 CL0023   
E."ENST00000532493";1_54371768_54371967-337=200=69           8    113      8    113 PF00837.12  T4_deiodinase     Family     1   101   237     86.5   1.3e-24   1 CL0172   
E."ENST00000560721";10_31644076_31644121-81=46=201         150    202    148    204 PF05605.7   zf-Di19           Domain     3    52    54     30.5   2.9e-07   1 CL0361   
E."ENST00000560721";10_31644076_31644121-81=46=201         234    259    234    259 PF13465.1   zf-H2C2_2         Domain     1    26    26     34.7   1.2e-08   1 CL0361   
